;score;day;origin;time;np;duration;device;osys;browser;nbsessions;location
353;157;1;google;16;5;667;Desktop;Windows;Chrome;1;Montparnasse
354;171;0;android;18;4;80855;Mobile;Android;Chrome Mobile;2;Rue de Provence
355;116;1;google;16;5;332;Desktop;Windows;Chrome;1;Nanterre Préfecture
356;0;1;website;16;-1;242;Mobile;Android;Chrome Mobile;1;None
357;102;1;website;16;-1;405;Mobile;Android;Chrome Mobile;1;Louvre
358;102;1;website;17;-1;232;Desktop;Windows;Chrome;1;Champs-sur-Marne
359;104;1;android;17;2;877;Mobile;Android;Chrome Mobile;1;Paris - Est
360;0;1;website;17;-1;873;Mobile;Android;Chrome Mobile;1;None
361;46;2;website;17;-1;85912;Mobile;Android;Samsung Internet;2;Paris - Est
362;146;1;website;17;-1;689;Desktop;Windows;Firefox;1;Commerce
363;99;1;letudiant;17;-1;283;Desktop;Windows;Chrome;1;Louvre
364;188;1;website;18;5;638;Desktop;Mac OS X;Safari;1;Paris - Est
365;167;1;website;19;-1;616;Desktop;Windows;Chrome;1;La Défense
366;202;1;website;19;-1;256;Desktop;Windows;Chrome;1;La Défense
367;92;1;website;19;-1;682;Mobile;Android;Chrome Mobile;1;Paris - Est
368;162;1;website;17;-1;10292;Desktop;Windows;Chrome;4;Claye Souilly
369;174;1;google;20;-1;258;Desktop;Windows;Chrome;1;Val-d'Oise
370;123;1;website;20;4;866;Desktop;Windows;Chrome;1;Vincennes
371;137;1;google;20;-1;276;Mobile;Android;Chrome Mobile;1;Serris/Disney
372;221;1;letudiant;21;-1;881;Desktop;Windows;Chrome;1;Louvre
373;130;1;letudiant;21;4;714;Desktop;Windows;Chrome;1;Rueil-Malmaison
374;112;1;website;22;-1;625;Desktop;Windows;Chrome;1;Rueil-Malmaison
375;102;1;letudiant;22;-1;832;Desktop;Windows;Chrome;1;La Défense
376;137;1;website;23;-1;370;Mobile;Android;Chrome Mobile;1;Val-d'Oise
377;215;2;website;0;5;620;Desktop;Mac OS X;Safari;1;Commerce
378;75;2;website;0;-1;235;Mobile;iOS;Mobile Safari;1;Austerlitz
379;0;2;google;1;-1;1379;Desktop;Windows;Chrome;2;None
380;71;2;google;2;5;409;Desktop;Windows;Chrome;1;Victor Hugo
381;118;2;google;2;-1;416;Desktop;Windows;Chrome;1;Commerce
382;0;2;website;2;-1;600;Mobile;iOS;Chrome Mobile iOS;1;None
383;111;2;website;3;-1;305;Mobile;Android;Chrome Mobile;1;Convention
384;184;2;letudiant;3;4;488;Desktop;Windows;Chrome;1;La Défense
385;164;2;website;6;-1;353;Desktop;Windows;Firefox;1;Paris - Est
386;63;2;website;7;-1;623;Tablet;iOS;Chrome Mobile iOS;1;Paris - Est
387;156;2;website;7;5;539;Mobile;Android;Chrome Mobile;1;Val-d'Oise
388;0;2;website;8;-1;181;Mobile;Android;Chrome Mobile;1;None
389;179;2;google;8;-1;185;Mobile;iOS;Mobile Safari;1;Val-d'Oise
390;0;2;website;8;-1;127;Desktop;Windows;Chrome;1;None
391;62;2;website;8;-1;345;Mobile;Android;Chrome Mobile;1;Civrieux-d'Azergues
392;189;2;website;8;-1;388;Tablet;iOS;Mobile Safari;1;La Défense
393;127;1;website;0;-1;31308;Mobile;iOS;Mobile Safari;2;Beaugrenelle
394;92;2;google;8;-1;457;Mobile;iOS;Mobile Safari;1;Lyon intramuros
395;155;2;website;9;-1;532;Desktop;Windows;Firefox;1;Paris - Est
396;102;2;website;9;-1;384;Mobile;iOS;Mobile Safari;1;Victor Hugo
397;0;2;website;9;-1;164;Mobile;Android;Chrome Mobile;1;None
398;153;2;website;9;-1;1056;Mobile;iOS;Mobile Safari;1;Val-d'Oise
399;125;2;website;9;-1;473;Desktop;Windows;Chrome;1;Chelles
400;0;2;website;10;-1;1764;Desktop;Windows;Chrome;2;None
401;137;2;website;10;5;934;Desktop;Windows;Firefox;1;Vincennes
402;75;2;website;10;-1;541;Desktop;Windows;Chrome;1;Champagne-au-Mont d'Or
403;32;2;website;10;-1;299;Mobile;Android;Chrome Mobile;1;Rue de Provence
404;121;2;website;10;-1;411;Desktop;Windows;Chrome;1;Lyon intramuros
405;172;2;website;10;5;972;Desktop;Windows;Chrome;1;La Défense
406;134;2;google;10;4;2035;Desktop;Windows;Chrome;1;Avenue De Choisy
407;199;2;website;11;-1;317;Desktop;Windows;Firefox;1;La Défense
408;148;2;website;11;-1;1176;Desktop;Windows;Chrome;2;Claye Souilly
409;83;2;letudiant;11;4;430;Desktop;Mac OS X;Chrome;1;Beaugrenelle
410;164;2;google;11;-1;354;Desktop;Windows;Chrome;1;Paris - Est
411;191;2;letudiant;11;-1;517;Desktop;Windows;Chrome;1;Montparnasse
412;65;2;website;11;-1;329;Mobile;Android;Chrome Mobile;1;Paris - Est
413;45;2;website;11;-1;251;Desktop;Windows;Chrome;1;Commerce
414;126;2;website;12;-1;198;Desktop;Windows;Chrome;1;Lyon intramuros
415;127;2;website;12;-1;160;Desktop;Windows;Chrome;1;Lyon intramuros
416;0;2;google;12;-1;431;Mobile;Android;Samsung Internet;1;None
417;172;2;letudiant;12;-1;310;Desktop;Mac OS X;Safari;1;Val-d'Oise
418;104;2;letudiant;12;5;641;Desktop;Windows;Chrome;1;Rueil-Malmaison
419;107;2;letudiant;12;-1;1801;Mobile;iOS;Mobile Safari;2;Paris - Est
420;192;2;website;12;-1;540;Desktop;Mac OS X;Chrome;1;La Défense
421;164;2;website;12;-1;486;Desktop;Windows;Chrome;1;Champs Élysées Avenue
422;75;2;website;12;-1;601;Desktop;Ubuntu;Chromium;1;Montparnasse
423;192;2;google;12;-1;4817;Desktop;Windows;Firefox;2;Paris - Est
424;113;2;website;12;-1;1374;Mobile;Android;Samsung Internet;1;Serris/Disney
425;77;2;google;13;-1;560;Desktop;Windows;Chrome;1;Serris/Disney
426;80;1;live;12;5;4135;Desktop;Windows;Chrome;2;Lyon intramuros
427;84;2;website;13;5;243;Desktop;Windows;Firefox;1;Champs-sur-Marne
428;76;2;letudiant;14;-1;476;Desktop;Windows;Firefox;1;Paris - Est
429;187;2;letudiant;14;-1;311;Mobile;iOS;Mobile Safari;1;Nanterre Préfecture
430;145;2;website;14;5;401;Mobile;Android;Chrome Mobile;1;Vincennes
431;72;2;website;15;5;947;Desktop;Windows;Chrome;1;Paris - Est
432;133;2;website;15;-1;346;Desktop;Windows;Chrome;1;Paris - Est
433;82;2;website;15;-1;353;Desktop;Ubuntu;Firefox;1;Lyon intramuros
434;77;2;website;15;-1;208;Mobile;iOS;Mobile Safari;1;Montparnasse
435;30;2;website;15;-1;247;Mobile;Android;Chrome Mobile;1;Val-d'Oise
436;153;2;website;15;-1;424;Mobile;iOS;Mobile Safari;1;Paris - Est
437;112;2;website;16;-1;241;Mobile;iOS;Mobile Safari;1;Serris/Disney
438;72;2;website;16;-1;188;Mobile;iOS;Mobile Safari;1;Paris - Est
439;77;2;website;16;5;286;Mobile;Android;Chrome Mobile;1;La Défense
440;175;2;google;16;-1;550;Desktop;Windows;Chrome;1;Torcy
441;122;2;website;16;-1;506;Mobile;Android;Chrome Mobile;1;Paris - Est
442;106;2;letudiant;16;-1;323;Mobile;iOS;Mobile Safari;1;Paris - Est
443;165;2;website;16;-1;602;Mobile;iOS;Chrome Mobile iOS;1;Val-d'Oise
444;162;1;website;16;-1;3264;Desktop;Windows;Chrome;2;Claye Souilly
445;61;2;website;17;5;286;Mobile;Android;Chrome Mobile;1;Val-d'Oise
446;60;2;google;17;-1;584;Desktop;Windows;Chrome;1;La Défense
447;0;2;yahoo;17;5;452;Desktop;Windows;Chrome;1;None
448;47;2;website;17;-1;636;Mobile;Android;Chrome Mobile;1;Beaugrenelle
449;132;2;google;17;-1;74133;Desktop;Windows;Chrome;2;La Défense
450;142;2;website;17;4;446;Desktop;Mac OS X;Chrome;1;La Défense
451;102;2;website;18;-1;426;Mobile;Android;Chrome Mobile;1;Val-d'Oise
452;120;2;website;18;-1;803;Mobile;Android;Chrome Mobile;2;Paris - Est
453;171;2;letudiant;19;-1;445;Desktop;Windows;Opera;1;La Défense
454;121;2;google;19;-1;1012;Desktop;Windows;Chrome;1;Chelles
455;46;2;google;19;1;400;Mobile;Android;Chrome Mobile;1;Austerlitz
456;199;2;website;19;-1;258;Mobile;Android;Chrome Mobile;1;Vincennes
457;169;2;website;19;-1;499;Desktop;Mac OS X;Chrome;1;Convention
458;162;2;google;19;-1;352;Desktop;Windows;Chrome;1;Champs-sur-Marne
459;128;2;website;19;-1;676;Mobile;Android;Chrome Mobile;1;Louvre
460;126;2;website;19;-1;202;Mobile;iOS;Mobile Safari;1;Rueil-Malmaison
461;124;2;website;20;-1;272;Mobile;iOS;Mobile Safari;1;Convention
462;143;2;android;18;-1;6634;Desktop;Windows;Chrome;2;Louvre
463;131;2;website;20;-1;484;Mobile;Android;Chrome Mobile;1;La Défense
464;112;2;website;20;-1;307;Desktop;Windows;Firefox;1;La Défense
465;72;2;android;17;-1;13108;Mobile;Android;Chrome Mobile;2;Val-d'Oise
466;54;2;website;21;-1;423;Mobile;Android;Chrome Mobile;1;Louvre
467;0;2;google;22;-1;95;Mobile;Android;Chrome Mobile;1;None
468;0;2;website;22;-1;282;Mobile;Android;Chrome Mobile;1;None
469;222;2;website;23;-1;301;Desktop;Windows;Chrome;1;Rue de Provence
470;170;3;website;0;5;598;Mobile;Android;Chrome Mobile;1;Paris - Est
471;21;3;website;5;-1;1973;Mobile;Android;Samsung Internet;2;Paris - Est
472;21;3;website;6;-1;947;Mobile;Android;Chrome Mobile;2;Paris - Est
473;130;3;website;7;-1;292;Mobile;iOS;Mobile Safari;1;Victor Hugo
474;71;3;website;7;-1;846;Mobile;Android;Chrome Mobile;1;Austerlitz
475;109;3;website;7;-1;510;Desktop;Windows;Chrome;1;Convention
476;49;3;website;8;-1;1099;Mobile;iOS;Mobile Safari;1;Victor Hugo
477;54;3;website;8;5;195;Mobile;Android;Chrome Mobile;1;Val-d'Oise
478;149;3;google;9;5;539;Desktop;Mac OS X;Chrome;1;Montparnasse
479;129;3;google;9;4;348;Desktop;Windows;Chrome;1;Lyon intramuros
480;139;3;google;9;-1;342;Desktop;Windows;Chrome;1;Avenue De Choisy
481;204;3;website;10;4;352;Mobile;Android;Chrome Mobile;1;Lyon intramuros
482;158;3;website;10;5;663;Desktop;Windows;Chrome;1;Commerce
483;90;3;google;10;-1;235;Mobile;iOS;Mobile Safari;1;Lagny-sur-Marne
484;44;3;website;10;-1;812;Mobile;iOS;Mobile Safari;1;Montparnasse
485;0;3;website;11;-1;141;Desktop;Windows;Chrome;1;None
486;211;3;website;11;-1;1591;Mobile;Android;Chrome Mobile;2;Paris - Est
487;169;3;letudiant;12;4;435;Desktop;Windows;Chrome;1;La Défense
488;142;3;indeed;12;-1;507;Mobile;Android;Chrome Mobile;1;Val-d'Oise
489;122;2;android;21;5;52930;Mobile;Android;Chrome Mobile;2;Champs-sur-Marne
490;0;3;letudiant;12;-1;237;Mobile;Android;Chrome Mobile;1;None
491;131;3;website;12;-1;699;Desktop;Windows;Chrome;1;Paris - Est
492;30;3;google;13;-1;138;Mobile;iOS;Mobile Safari;1;Lyon intramuros
493;63;3;website;13;-1;196;Mobile;Android;Chrome Mobile;1;La Défense
494;135;3;website;13;-1;270;Mobile;iOS;Mobile Safari;1;Convention
495;85;3;google;13;-1;203;Desktop;Windows;Firefox;1;Lyon intramuros
496;92;3;letudiant;13;-1;498;Desktop;Mac OS X;Safari;1;Paris - Est
497;163;3;website;13;5;304;Desktop;Windows;Chrome;1;Rueil-Malmaison
498;0;3;website;13;-1;381;Desktop;Windows;Chrome;1;None
499;166;3;website;13;-1;580;Mobile;iOS;Mobile Safari;1;Rue de Provence
500;160;3;letudiant;13;-1;415;Mobile;iOS;Chrome Mobile iOS;1;Vincennes
501;196;3;letudiant;14;-1;162;Mobile;Android;Chrome Mobile;1;Avenue De Choisy
502;211;3;letudiant;14;-1;155;Mobile;Android;Chrome Mobile;1;Paris - Est
503;89;3;website;14;-1;280;Desktop;Windows;Chrome;1;Avenue De Choisy
504;192;3;website;14;-1;266;Desktop;Windows;Chrome;1;Beaugrenelle
505;56;3;website;14;-1;1616;Mobile;Android;Chrome Mobile;2;Rue de Provence
506;101;3;letudiant;14;-1;214;Desktop;Windows;Chrome;1;Chelles
507;105;3;website;14;-1;660;Mobile;Android;Chrome Mobile;1;Montparnasse
508;67;3;website;14;-1;285;Desktop;Windows;Chrome;1;Wagram
509;0;3;website;14;-1;132;Desktop;Windows;Firefox;1;None
510;61;3;google;14;5;677;Desktop;Windows;Chrome;1;La Défense
511;142;3;google;14;-1;1281;Desktop;Windows;Chrome;1;La Défense
512;131;3;website;15;5;500;Desktop;Mac OS X;Safari;1;Rue de Provence
513;90;3;website;15;-1;444;Mobile;Android;Chrome Mobile;1;Commerce
514;172;3;website;15;-1;281;Desktop;Mac OS X;Safari;1;La Défense
515;173;3;website;15;-1;245;Desktop;Mac OS X;Safari;1;Champs Élysées Avenue
516;189;3;google;15;-1;483;Mobile;iOS;Mobile Safari;1;Rueil-Malmaison
517;145;3;website;15;4;704;Desktop;Windows;Chrome;1;Paris - Est
518;80;3;google;15;4;687;Desktop;Mac OS X;Chrome;1;Lyon intramuros
519;215;3;website;15;-1;272;Mobile;iOS;Mobile Safari;1;Paris - Est
520;105;3;website;15;-1;328;Mobile;iOS;Chrome Mobile iOS;1;Serris/Disney
521;85;3;google;15;4;456;Desktop;Windows;Chrome;1;Lyon intramuros
522;93;3;website;15;5;280;Mobile;Android;Chrome Mobile;1;Vincennes
523;0;3;website;16;-1;174;Desktop;Windows;Chrome;1;None
524;72;3;google;16;5;477;Desktop;Windows;Chrome;1;Lyon intramuros
525;65;3;google;16;-1;310;Desktop;Windows;Chrome;1;Lognes
526;179;3;website;16;5;332;Desktop;Windows;Firefox;1;Nanterre Rn13
527;209;3;website;16;-1;509;Mobile;Android;Chrome Mobile;1;La Défense
528;0;3;website;17;-1;421;Desktop;Mac OS X;Safari;1;None
529;147;3;website;17;-1;545;Desktop;Windows;Chrome;1;Montparnasse
530;118;3;letudiant;18;-1;350;Desktop;Windows;Chrome;1;Lyon intramuros
531;97;3;website;19;4;1183;Desktop;Windows;Chrome;1;Paris - Est
532;159;3;google;19;-1;337;Desktop;Windows;Chrome;1;La Défense
533;79;3;website;19;-1;238;Mobile;Android;Chrome Mobile;1;Champs-sur-Marne
534;106;3;website;19;-1;249;Mobile;Android;Samsung Internet;1;Rueil-Malmaison
535;142;3;google;20;5;295;Desktop;Windows;Chrome;1;Serris/Disney
536;107;3;website;20;-1;477;Desktop;Windows;Chrome;1;La Défense
537;134;3;website;22;1;403;Mobile;Android;Chrome Mobile;1;La Défense
538;103;3;website;22;5;294;Desktop;Windows;Chrome;1;Lognes
539;114;3;website;22;-1;178;Mobile;Android;Chrome Mobile;1;Nanterre Préfecture
540;152;3;website;23;-1;788;Mobile;iOS;Mobile Safari;1;Chelles
541;114;3;indeed;23;-1;274;Mobile;iOS;Mobile Safari;1;La Défense
542;151;3;google;23;-1;869;Mobile;iOS;Mobile Safari;1;Convention
543;128;4;google;2;5;816;Desktop;Mac OS X;Chrome;1;Austerlitz
544;99;4;website;5;5;387;Mobile;Android;Chrome Mobile;1;Champs-sur-Marne
545;143;4;website;6;-1;964;Desktop;Windows;Firefox;1;Rue de Provence
546;173;4;website;7;1;689;Mobile;Android;Chrome Mobile;1;Tassin
547;159;4;website;7;-1;534;Mobile;iOS;Mobile Safari;1;Rueil-Malmaison
548;90;4;website;8;-1;377;Mobile;Android;Chrome Mobile;1;Paris - Est
549;123;4;website;9;4;689;Mobile;Android;Chrome Mobile;1;La Défense
550;0;4;website;9;-1;447;Mobile;Android;Chrome Mobile;1;None
551;96;4;website;9;5;452;Desktop;Windows;Chrome;1;Rue de Provence
552;168;4;website;9;5;549;Mobile;Android;Chrome Mobile;1;Paris - Est
553;196;4;letudiant;9;-1;343;Mobile;Android;Chrome Mobile;1;La Défense
554;78;4;website;10;-1;429;Mobile;Android;Chrome Mobile;1;Victor Hugo
555;135;4;website;10;-1;284;Mobile;Android;Chrome Mobile;1;Lyon intramuros
556;105;4;google;10;-1;701;Desktop;Windows;Chrome;1;Val-d'Oise
557;162;4;website;10;-1;358;Desktop;Mac OS X;Safari;1;Val-d'Oise
558;86;4;google;10;-1;565;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
559;139;4;website;10;-1;604;Mobile;iOS;Mobile Safari;1;Paris - Est
560;63;4;google;11;5;290;Desktop;Windows;Chrome;1;Torcy
561;151;4;website;11;-1;246;Mobile;Android;Chrome Mobile;1;Paris - Est
562;97;4;letudiant;12;-1;218;Desktop;Mac OS X;Safari;1;Louvre
563;127;4;google;12;-1;546;Desktop;Windows;Chrome;1;Val-d'Oise
564;0;1;android;16;-1;72547;Mobile;Android;Chrome Mobile;3;None
565;185;4;letudiant;13;-1;4501;Desktop;Windows;Chrome;2;Paris - Est
566;45;4;website;13;1;608;Mobile;Android;Chrome Mobile;1;Louvre
567;142;4;website;13;-1;229;Mobile;Android;Chrome Mobile;1;Rue de Provence
568;70;4;letudiant;14;-1;628;Desktop;Windows;Firefox;1;Rueil-Malmaison
569;160;4;website;14;4;550;Desktop;Windows;Chrome;1;Val-d'Oise
570;172;1;live;17;-1;78259;Desktop;Windows;Chrome;3;La Défense
571;142;4;website;15;-1;214;Desktop;Windows;Chrome;1;Paris - Est
572;167;4;letudiant;15;4;300;Mobile;Android;Chrome Mobile;1;Nationale
573;114;4;letudiant;15;-1;281;Desktop;Windows;Chrome;1;Val-d'Oise
574;153;4;google;15;-1;405;Desktop;Windows;Chrome;1;Val-d'Oise
575;121;4;website;15;-1;410;Mobile;iOS;Mobile Safari;1;Champs Élysées Galerie
576;98;4;website;16;-1;444;Mobile;iOS;Mobile Safari;1;La Défense
577;135;4;indeed;16;-1;803;Desktop;Windows;Firefox;1;Austerlitz
578;107;4;google;16;4;226;Desktop;Mac OS X;Safari;1;Vincennes
579;128;4;website;16;-1;303;Desktop;Windows;Chrome;1;Commerce
580;197;4;website;16;5;546;Desktop;Windows;Chrome;1;Serris/Disney
581;75;4;website;16;5;269;Mobile;Android;Samsung Internet;1;Paris - Est
582;65;4;website;16;3;392;Mobile;Android;Chrome Mobile;1;Paris - Est
583;131;4;website;17;-1;220;Mobile;Android;Chrome Mobile;1;Lyon intramuros
584;130;4;website;17;-1;562;Mobile;iOS;Mobile Safari;1;Nationale
585;202;4;website;18;-1;779;Mobile;Android;Chrome Mobile;1;La Défense
586;89;4;google;18;4;3921;Desktop;Windows;Chrome;2;Bussy-Saint-Georges
587;47;4;website;18;-1;838;Desktop;Windows;Firefox;1;La Défense
588;60;4;website;19;5;701;Desktop;Windows;Chrome;1;Paris - Est
589;57;4;website;19;-1;369;Desktop;Windows;Chrome;1;La Défense
590;152;4;website;20;5;372;Desktop;Windows;Chrome;1;La Défense
591;175;4;google;20;-1;645;Mobile;iOS;Mobile Safari;1;Paris - Est
592;41;4;website;20;-1;232;Mobile;Android;Chrome Mobile;1;Champs Élysées Galerie
593;107;4;website;20;5;392;Mobile;Android;Chrome Mobile;1;La Défense
594;0;4;website;21;-1;206;Desktop;Windows;Chrome;1;None
595;71;4;website;21;-1;204;Mobile;Android;Chrome Mobile;1;Rueil-Malmaison
596;126;4;google;21;-1;263;Mobile;Android;Samsung Internet;1;Val-d'Oise
597;105;4;website;21;-1;444;Desktop;Windows;Chrome;1;La Défense
598;211;4;website;22;-1;180;Mobile;Android;Chrome Mobile;1;Paris - Est
599;206;4;website;22;-1;164;Mobile;Android;Chrome Mobile;1;Val-d'Oise
600;143;4;website;22;-1;262;Desktop;Windows;Opera;1;Austerlitz
601;167;4;website;22;-1;311;Mobile;Android;Chrome Mobile;1;Victor Hugo
602;48;4;website;23;5;444;Mobile;Android;Chrome Mobile;1;La Défense
603;221;4;website;23;-1;530;Mobile;iOS;Mobile Safari;1;La Défense
604;92;5;website;0;-1;249;Desktop;Windows;Chrome;1;Vincennes
605;119;5;website;0;-1;534;Desktop;Windows;Chrome;1;Paris - Est
606;75;5;google;0;-1;425;Mobile;Android;Chrome Mobile;1;Serris/Disney
607;72;5;letudiant;8;5;1092;Mobile;Windows;Edge Mobile;2;Vincennes
608;131;5;website;9;-1;538;Mobile;Android;Chrome Mobile;1;La Défense
609;50;5;website;9;-1;410;Mobile;Android;Chrome Mobile;1;La Défense
610;106;5;website;10;5;512;Desktop;Windows;Chrome;1;Paris - Est
611;52;5;website;10;-1;647;Mobile;Android;Samsung Internet;1;Rueil-Malmaison
612;90;5;website;11;-1;343;Desktop;Mac OS X;Chrome;1;La Défense
613;89;5;website;12;-1;253;Desktop;Windows;Chrome;1;Val-d'Oise
614;101;5;website;12;-1;289;Desktop;Windows;Chrome;1;Serris/Disney
615;150;5;letudiant;12;-1;376;Desktop;Windows;Chrome;1;Austerlitz
616;130;5;letudiant;12;-1;3591;Desktop;Mac OS X;Firefox;2;Louvre
617;80;5;website;13;-1;580;Mobile;Android;Chrome Mobile;1;Victor Hugo
618;149;5;letudiant;13;-1;195;Desktop;Windows;Chrome;1;La Défense
619;161;5;website;13;-1;570;Desktop;Windows;Firefox;1;Wagram
620;184;5;google;13;-1;422;Desktop;Mac OS X;Firefox;1;Val-d'Oise
621;141;5;website;13;-1;277;Desktop;Windows;Firefox;1;Rue de Provence
622;142;5;website;13;-1;183;Desktop;Windows;Firefox;1;Nationale
623;55;5;google;13;4;438;Mobile;iOS;Mobile Safari;1;La Défense
624;178;5;google;14;-1;183;Desktop;Windows;Chrome;1;Vincennes
625;94;5;website;14;5;1347;Desktop;Windows;Firefox;1;Louvre
626;124;5;website;14;-1;340;Mobile;Android;Chrome Mobile;1;Austerlitz
627;53;5;letudiant;14;-1;492;Desktop;Windows;Chrome;1;Commerce
628;75;5;website;15;-1;348;Desktop;Windows;Chrome;1;Lyon intramuros
629;53;5;google;16;-1;183;Desktop;Windows;Chrome;1;Val-d'Oise
630;63;5;google;16;-1;141;Desktop;Windows;Chrome;1;Nanterre Préfecture
631;55;5;google;16;5;137;Desktop;Windows;Chrome;1;Louvre
632;0;5;yahoo;17;-1;402;Desktop;Windows;Chrome;2;None
633;144;5;website;17;-1;744;Desktop;Windows;Firefox;1;Paris - Est
634;182;5;website;17;-1;14030;Desktop;Windows;Firefox;5;Nationale
635;92;5;google;17;-1;568;Desktop;Windows;Chrome;1;Rue de Provence
636;156;5;website;18;-1;719;Mobile;iOS;Mobile Safari;1;Convention
637;181;5;website;20;-1;268;Mobile;Android;Chrome Mobile;1;Rue de Provence
638;230;5;website;21;4;806;Desktop;Windows;Chrome;1;Val-d'Oise
639;85;5;website;21;-1;356;Mobile;iOS;Mobile Safari;1;Vincennes
640;167;5;website;21;-1;338;Mobile;iOS;Mobile Safari;1;Bussy-Saint-Georges
641;92;5;website;21;-1;278;Mobile;iOS;Mobile Safari;1;Paris - Est
642;82;6;website;3;-1;459;Mobile;Android;Chrome Mobile;1;Paris - Est
643;149;6;letudiant;7;-1;878;Desktop;Mac OS X;Safari;1;Paris - Est
644;79;6;indeed;7;-1;1527;Mobile;Android;Chrome Mobile;1;Rueil-Malmaison
645;155;6;letudiant;9;-1;315;Mobile;iOS;Chrome Mobile iOS;1;La Défense
646;120;6;website;9;1;406;Mobile;Android;Chrome Mobile;1;Nanterre Rn13
647;122;6;website;10;-1;609;Desktop;Windows;Firefox;1;Montparnasse
648;134;6;letudiant;10;-1;458;Mobile;iOS;Chrome Mobile iOS;1;Commerce
649;152;6;website;10;-1;208;Desktop;Windows;Firefox;1;Avenue De Choisy
650;135;6;website;12;-1;359;Desktop;Mac OS X;Safari;1;Lyon intramuros
651;124;6;website;12;5;517;Mobile;iOS;Mobile Safari;1;Porte St-Cloud
652;97;6;website;13;-1;380;Desktop;Windows;Chrome;1;La Défense
653;65;6;website;13;-1;249;Mobile;Android;Chrome Mobile;1;Rue de Provence
654;167;6;website;14;-1;272;Mobile;iOS;Mobile Safari;1;La Défense
655;183;6;website;14;4;396;Desktop;Windows;Chrome;1;Nationale
656;204;6;letudiant;14;-1;836;Desktop;Windows;Firefox;1;Nationale
657;142;6;website;15;-1;185;Mobile;iOS;Mobile Safari;1;Rue de Provence
658;122;6;website;15;1;235;Mobile;Android;Chrome Mobile;1;Lyon intramuros
659;184;6;letudiant;15;-1;419;Desktop;Windows;Firefox;1;Paris - Est
660;102;6;google;16;-1;763;Desktop;Windows;Chrome;1;Paris - Est
661;162;6;website;17;-1;369;Mobile;Android;Chrome Mobile;1;Louvre
662;113;4;website;20;-1;76754;Mobile;Android;Samsung Internet;2;Commerce
663;146;6;website;18;-1;237;Mobile;Android;Chrome Mobile;1;Paris - Est
664;152;6;website;18;-1;506;Desktop;Windows;Chrome;1;Montparnasse
665;67;6;android;19;-1;342;Mobile;Android;Chrome Mobile;1;Louvre
666;163;6;google;19;-1;360;Desktop;Windows;Chrome;1;Lyon intramuros
667;162;6;website;19;-1;227;Mobile;iOS;Mobile Safari;1;Val-d'Oise
668;149;6;website;20;-1;334;Mobile;Android;Chrome Mobile;1;Convention
669;82;6;google;21;-1;1196;Mobile;iOS;Mobile Safari;2;Val-d'Oise
670;207;6;website;21;-1;355;Desktop;Windows;Firefox;1;Nationale
671;95;6;website;21;-1;703;Desktop;Windows;Chrome;1;Paris - Est
672;0;6;website;22;-1;341;Desktop;Windows;Chrome;1;None
673;112;6;website;22;-1;354;Mobile;iOS;Mobile Safari;1;Nationale
674;211;6;website;22;-1;292;Mobile;iOS;Mobile Safari;1;Serris/Disney
675;100;6;website;23;4;449;Mobile;Android;Chrome Mobile;1;Vincennes
676;189;0;facebook;8;5;289;Mobile;Android;Facebook;1;Paris - Est
677;124;0;website;8;-1;278;Desktop;Chrome OS;Chrome;1;Commerce
678;109;0;indeed;8;-1;195;Desktop;Chrome OS;Chrome;1;Avenue De Choisy
679;218;0;website;9;-1;581;Mobile;iOS;Mobile Safari;1;Vincennes
680;77;0;website;9;-1;664;Mobile;Android;Chrome Mobile;1;Vincennes
681;40;0;facebook;9;-1;477;Mobile;Android;Facebook;1;Louvre
